proba_0	proba_1
0.5814367037053552	0.4185632962946449
0.5121682879971023	0.4878317120028976
0.6905762340459367	0.30942376595406335
0.45241236307894106	0.5475876369210589
0.5481299649371727	0.45187003506282736
0.6696503868646655	0.33034961313533445
0.32244063869226824	0.6775593613077318
0.48821193760292225	0.5117880623970777
0.516690540059886	0.483309459940114
0.14681040839379234	0.8531895916062077
0.18380431249033935	0.8161956875096607
0.18282642292954254	0.8171735770704575
0.5321386046770042	0.4678613953229957
0.1337414397110852	0.8662585602889148
0.5724467403734308	0.42755325962656915
0.7529415322254057	0.24705846777459428
0.6764564593606522	0.32354354063934776
0.561072721450192	0.4389272785498079
0.21820247268748816	0.7817975273125118
0.6034806904010824	0.39651930959891757
0.08760295270230434	0.9123970472976957
0.005758793041108379	0.9942412069588916
0.5999265823565478	0.4000734176434521
0.6239022252380027	0.37609777476199735
0.29131667759561164	0.7086833224043884
0.7206443895355213	0.27935561046447865
0.6516439651526648	0.34835603484733524
0.590055837932436	0.409944162067564
0.5468860193357428	0.4531139806642572
0.6087221490790673	0.39127785092093265
0.7310319817318731	0.26896801826812683
0.43579231346730996	0.56420768653269
0.5567885040735732	0.4432114959264269
0.5966939592396432	0.40330604076035687
0.6041886911138525	0.39581130888614746
0.5958031545104074	0.4041968454895926
0.059655909723862255	0.9403440902761377
0.2698554432518585	0.7301445567481415
0.1988929430911588	0.8011070569088412
0.633621513140932	0.36637848685906804
0.592610700710972	0.40738929928902806
0.7385916576269511	0.2614083423730489
0.5018378473411091	0.49816215265889086
0.5902065097650209	0.40979349023497913
0.2013816389518156	0.7986183610481844
0.1955084396444643	0.8044915603555357
0.08405880218544048	0.9159411978145595
0.6666671371272972	0.3333328628727028
0.13488115404871315	0.8651188459512869
0.5358851419264882	0.4641148580735118
0.8064281264269694	0.19357187357303063
0.5220414120189403	0.4779585879810597
0.1511504027244126	0.8488495972755874
0.6193240000139875	0.38067599998601254
0.6509505453890476	0.3490494546109524
0.7113239570320499	0.28867604296795013
0.088993295593492	0.911006704406508
0.06848053117572328	0.9315194688242767
0.5746992138935387	0.4253007861064612
0.780627291059715	0.21937270894028507
0.06480190759569626	0.9351980924043037
0.6155900828268457	0.3844099171731543
0.15813825100588674	0.8418617489941133
0.6472061619038585	0.35279383809614145
0.20975150097644013	0.7902484990235599
0.2868238529241661	0.7131761470758339
0.6065075727944983	0.3934924272055017
0.6727932638404007	0.3272067361595993
0.75615556849923	0.24384443150077
0.591659727290146	0.4083402727098539
0.3138504670208231	0.6861495329791769
0.35004727710794215	0.6499527228920579
0.4193079554213076	0.5806920445786924
0.07133466059705795	0.928665339402942
0.6188613380308041	0.3811386619691959
0.3950157287888738	0.6049842712111262
0.34101584005363017	0.6589841599463698
0.4870307416378926	0.5129692583621074
0.5668824783465862	0.43311752165341383
0.3622904946950579	0.6377095053049421
0.6501950389813971	0.349804961018603
0.5405388628047079	0.4594611371952922
0.638312407493844	0.36168759250615606
0.49333273812062217	0.5066672618793778
0.5888256843216553	0.4111743156783447
0.08675512939293173	0.9132448706070683
0.5106174489378157	0.48938255106218426
0.6072717021611107	0.39272829783888935
0.61418689637981	0.3858131036201899
0.3029904513758048	0.6970095486241952
0.6748654863521792	0.32513451364782076
0.1052823853639494	0.8947176146360506
0.6540375271355496	0.3459624728644503
0.635778113886218	0.3642218861137821
0.5809118271467926	0.4190881728532074
0.005833916596981958	0.994166083403018
0.648143766866107	0.35185623313389297
0.06700570939106243	0.9329942906089376
0.10510036400325595	0.894899635996744
0.5431622310449173	0.4568377689550827
0.31378761928999876	0.6862123807100012
0.5597611101529706	0.4402388898470294
0.4464138062822448	0.5535861937177552
0.13091470225113622	0.8690852977488638
0.3831912107562617	0.6168087892437383
0.4217379391911005	0.5782620608088995
0.6339042373870137	0.36609576261298626
0.2697652504681758	0.7302347495318242
0.5537230910529631	0.4462769089470368
0.008967097282270298	0.9910329027177297
0.6347573405131415	0.36524265948685847
0.22941768423450826	0.7705823157654917
0.3122924224918071	0.6877075775081929
0.36746531871564336	0.6325346812843566
0.005815560541169829	0.9941844394588302
0.6481855404264938	0.3518144595735062
0.5885152201451265	0.41148477985487353
0.5583152250998527	0.4416847749001473
0.632164211620456	0.36783578837954395
0.607995616185941	0.39200438381405894
0.06783431397884498	0.932165686021155
0.4336109337936349	0.5663890662063651
0.579062541859418	0.42093745814058203
0.5603663073516116	0.4396336926483884
0.605628355855004	0.39437164414499604
0.31934260537629955	0.6806573946237005
0.09785375531035789	0.9021462446896421
0.055917271146225356	0.9440827288537746
0.7428545634324205	0.2571454365675795
0.21906517978353024	0.7809348202164698
0.060014424894776375	0.9399855751052236
0.5800686191172709	0.4199313808827291
0.5568446312434285	0.4431553687565715
0.8574761275578422	0.14252387244215783
0.6083443905754091	0.3916556094245908
0.29922934311261096	0.700770656887389
0.7130838900302419	0.2869161099697582
0.12815702268970797	0.871842977310292
0.44051660691802275	0.5594833930819773
0.12365806974496729	0.8763419302550327
0.7165284512820174	0.2834715487179826
0.11665660884100626	0.8833433911589937
0.31930200113666396	0.680697998863336
0.3930370792982555	0.6069629207017445
0.3400773862021398	0.6599226137978602
0.6091417743745225	0.39085822562547745
0.5296674093578041	0.4703325906421959
0.38313600697341743	0.6168639930265826
0.5690659044370877	0.4309340955629123
0.3926243159480951	0.6073756840519049
0.6225173859826296	0.3774826140173703
0.08956140658455314	0.9104385934154469
0.7656373545610353	0.2343626454389647
0.617749876827951	0.38225012317204893
0.36509190036832384	0.6349080996316762
0.0787634717032285	0.9212365282967715
0.7857685270141432	0.21423147298585674
0.5784448137594669	0.4215551862405331
0.6162116135013453	0.3837883864986546
0.48190552176976675	0.5180944782302332
0.5761797495181926	0.42382025048180744
0.6008148667748275	0.39918513322517246
0.09556984369729782	0.9044301563027022
0.6717478680602305	0.3282521319397696
0.3378289667163683	0.6621710332836317
0.5286031659264552	0.47139683407354477
0.5498307968778688	0.45016920312213116
0.545157350512077	0.4548426494879229
0.4224283690242563	0.5775716309757437
0.5465794869901706	0.4534205130098295
0.5944424162538331	0.40555758374616696
0.6084509890728175	0.39154901092718253
0.5685777668946457	0.4314222331053544
0.31241140384378985	0.6875885961562102
0.37016455768366685	0.6298354423163331
0.626027672369674	0.37397232763032595
0.6148872385615602	0.3851127614384397
0.28563676213328826	0.7143632378667117
0.6757945152160039	0.32420548478399613
0.5164353844489453	0.48356461555105473
0.6779416649462062	0.3220583350537938
0.11781835100102822	0.8821816489989718
