234935	1	Authorized	2021-12-15 11:04:54	2021-12-15T11:04:54.000000Z	12	15	3	0	C_ID_ce0c46ad0c	M_ID_75c5cc0779	457	A	268.37	0.0	medium	luxury goods	discretionary	40.446	-80.02	2020-11	2020-11-01T00:00:00.000000Z	409	cash_back	41.73	-73.936	775.0	27.0	POINT(-80.02 40.446)	Pennsylvania	Pennsylvania	POINT(-73.936 41.73)	529.36	New York	New York
64103	1	Authorized	2021-05-16 19:43:46	2021-05-16T19:43:46.000000Z	5	16	7	1	C_ID_5cefcc6e86	M_ID_49a6819b81	119	A	45.62	1.0	low	insurance	standard	40.482	-79.966	2021-02	2021-02-01T00:00:00.000000Z	104	travel	41.725	-72.697	730.0	53.0	POINT(-79.966 40.482)	Pennsylvania	Pennsylvania	POINT(-72.697 41.725)	624.33	Connecticut	Connecticut
117471	0	Fraudulent	2021-08-08 21:34:16	2021-08-08T21:34:16.000000Z	8	8	7	1	C_ID_0e15abfa34	M_ID_98b342c0e3	580	D	35.2	0.0	low	internet	essential	43.177	-71.547	2021-03	2021-03-01T00:00:00.000000Z	160	dining_entertainment	41.805	-72.633	397.0	36.0	POINT(-71.547 43.177)	New Hampshire	New Hampshire	POINT(-72.633 41.805)	176.64	Connecticut	Connecticut
94204	1	Authorized	2021-07-07 15:10:46	2021-07-07T15:10:46.000000Z	7	7	3	0	C_ID_cc863e5c25	M_ID_2073148bed	661	B	64.87	0.0	low	internet	essential	41.713	-73.933	2021-06	2021-06-01T00:00:00.000000Z	36	cash_back	40.959	-79.504	806.0	19.0	POINT(-73.933 41.713)	New York	New York	POINT(-79.504 40.959)	472.53	Pennsylvania	Pennsylvania
65815	1	Authorized	2021-05-19 16:46:44	2021-05-19T16:46:44.000000Z	5	19	3	0	C_ID_b04d14cf04	M_ID_9bafcf53bc	333	A	604.81	0.0	high	insurance	standard	40.392	-79.964	2021-01	2021-01-01T00:00:00.000000Z	138	cash_back	43.929	-70.141	457.0	78.0	POINT(-79.964 40.392)	Pennsylvania	Pennsylvania	POINT(-70.141 43.929)	899.33	Maine	Maine
105480	1	Authorized	2021-07-23 10:36:50	2021-07-23T10:36:50.000000Z	7	23	5	0	C_ID_ea835903c7	M_ID_c59a319c30	792	A	21.56	0.0	low	real estate services	standard	41.797	-72.636	2020-12	2020-12-01T00:00:00.000000Z	234	dining_entertainment	42.245	-71.766	835.0	24.0	POINT(-72.636 41.797)	Connecticut	Connecticut	POINT(-71.766 42.245)	87.44	Massachusetts	Massachusetts
49637	1	Authorized	2021-04-19 10:40:49	2021-04-19T10:40:49.000000Z	4	19	1	0	C_ID_455ce4c41d	M_ID_c090ec605b	222	A	417.36	1.0	low	beauty & personal care	standard	41.788	-72.647	2020-10	2020-10-01T00:00:00.000000Z	200	cash_back	43.195	-71.59	445.0	23.0	POINT(-72.647 41.788)	Connecticut	Connecticut	POINT(-71.59 43.195)	178.85	New Hampshire	New Hampshire
252731	0	Fraudulent	2021-12-29 17:00:57	2021-12-29T17:00:57.000000Z	12	29	3	0	C_ID_b024cdb3ea	M_ID_59764e8cb1	755	D	537.64	0.0	high	internet	essential	44.613	-70.23	2021-12	2021-12-01T00:00:00.000000Z	28	cash_back	43.208	-71.553	831.0	58.0	POINT(-70.23 44.613)	Maine	Maine	POINT(-71.553 43.208)	188.78	New Hampshire	New Hampshire
176717	0	Fraudulent	2021-10-19 14:17:53	2021-10-19T14:17:53.000000Z	10	19	2	0	C_ID_d56ea85a40	M_ID_3779c0de75	87	C	5169.86	1.0	low	consumer electronics	discretionary	43.168	-71.505	2020-03	2020-03-01T00:00:00.000000Z	597	cash_back	40.465	-80.001	369.0	22.0	POINT(-71.505 43.168)	New Hampshire	New Hampshire	POINT(-80.001 40.465)	765.08	Pennsylvania	Pennsylvania
56154	1	Authorized	2021-05-02 08:59:53	2021-05-02T08:59:53.000000Z	5	2	7	1	C_ID_d22fd4cb2f	M_ID_e400e2b027	299	A	13.47	0.0	low	luxury goods	discretionary	41.793	-72.656	2020-12	2020-12-01T00:00:00.000000Z	152	travel	42.627	-73.731	336.0	27.0	POINT(-72.656 41.793)	Connecticut	Connecticut	POINT(-73.731 42.627)	128.21	New York	New York
128624	1	Authorized	2021-08-23 12:15:02	2021-08-23T12:15:02.000000Z	8	23	1	0	C_ID_95bd1cd9c4	M_ID_2125648732	119	A	644.82	0.0	high	insurance	standard	42.258	-71.759	2020-09	2020-09-01T00:00:00.000000Z	356	travel	42.616	-73.801	361.0	54.0	POINT(-71.759 42.258)	Massachusetts	Massachusetts	POINT(-73.801 42.616)	172.23	New York	New York
103713	0	Fraudulent	2021-07-20 22:59:31	2021-07-20T22:59:31.000000Z	7	20	2	0	C_ID_8a031e33a8	M_ID_e5374dabc0	130	D	3.91	0.0	low	luxury goods	discretionary	43.218	-71.526	2021-07	2021-07-01T00:00:00.000000Z	19	cash_back	40.398	-79.996	434.0	21.0	POINT(-71.526 43.218)	New Hampshire	New Hampshire	POINT(-79.996 40.398)	768.39	Pennsylvania	Pennsylvania
156449	1	Authorized	2021-09-25 21:56:34	2021-09-25T21:56:34.000000Z	9	25	6	1	C_ID_47e4a956d7	M_ID_88102c8a3d	357	C	47.11	0.0	low	consumer electronics	discretionary	41.761	-72.704	2020-11	2020-11-01T00:00:00.000000Z	328	dining_entertainment	41.79	-72.705	792.0	96.0	POINT(-72.704 41.761)	Connecticut	Connecticut	POINT(-72.705 41.79)	3.23	Connecticut	Connecticut
172979	1	Authorized	2021-10-14 22:22:10	2021-10-14T22:22:10.000000Z	10	14	4	0	C_ID_1627731112	M_ID_ac407ae547	299	A	145.45	1.0	low	luxury goods	discretionary	42.6	-73.752	2020-06	2020-06-01T00:00:00.000000Z	500	cash_back	42.687	-73.805	318.0	35.0	POINT(-73.752 42.6)	New York	New York	POINT(-73.805 42.687)	10.6	New York	New York
101803	0	Fraudulent	2021-07-18 11:53:07	2021-07-18T11:53:07.000000Z	7	18	7	1	C_ID_1c4703866b	M_ID_7ac4afda39	834	A	332.51	0.0	medium	consumer electronics	discretionary	42.657	-73.754	2020-04	2020-04-01T00:00:00.000000Z	473	dining_entertainment	42.665	-73.754	385.0	38.0	POINT(-73.754 42.657)	New York	New York	POINT(-73.754 42.665)	0.89	New York	New York
69280	1	Authorized	2021-05-27 09:01:00	2021-05-27T09:01:00.000000Z	5	27	4	0	C_ID_96c0bf2ed0	M_ID_986f95ea15	307	D	82.54	0.0	low	entertainment	standard	41.742	-73.881	2020-08	2020-08-01T00:00:00.000000Z	299	travel	41.754	-72.632	780.0	51.0	POINT(-73.881 41.742)	New York	New York	POINT(-72.632 41.754)	103.63	Connecticut	Connecticut
243382	1	Authorized	2021-12-21 18:42:18	2021-12-21T18:42:18.000000Z	12	21	2	0	C_ID_1a3f17ccc2	M_ID_4dc81d3042	416	D	42.42	1.0	low	internet	essential	42.255	-71.781	2021-05	2021-05-01T00:00:00.000000Z	234	travel	41.726	-72.647	641.0	87.0	POINT(-71.781 42.255)	Massachusetts	Massachusetts	POINT(-72.647 41.726)	92.64	Connecticut	Connecticut
203764	1	Authorized	2021-11-17 00:00:00	2021-11-17T00:00:00.000000Z	11	17	3	0	C_ID_0810f14545	M_ID_a7610d5564	298	A	71.31	1.0	low	insurance	standard	42.256	-71.783	2021-11	2021-11-01T00:00:00.000000Z	16	dining_entertainment	41.713	-73.935	352.0	21.0	POINT(-71.783 42.256)	Massachusetts	Massachusetts	POINT(-73.935 41.713)	187.83	New York	New York
81847	1	Authorized	2021-06-16 13:09:21	2021-06-16T13:09:21.000000Z	6	16	3	0	C_ID_f08d5ca2c0	M_ID_6334b1f95a	333	C	1375.73	1.0	low	insurance	standard	41.784	-72.72	2020-12	2020-12-01T00:00:00.000000Z	197	dining_entertainment	40.482	-80.045	394.0	40.0	POINT(-72.72 41.784)	Connecticut	Connecticut	POINT(-80.045 40.482)	630.1	Pennsylvania	Pennsylvania
142158	1	Authorized	2021-09-09 00:49:03	2021-09-09T00:49:03.000000Z	9	9	4	0	C_ID_2d8d12eabf	M_ID_d189363919	108	D	136.26	0.0	medium	gas	essential	42.67	-73.764	2021-04	2021-04-01T00:00:00.000000Z	161	travel	42.67	-73.746	416.0	38.0	POINT(-73.764 42.67)	New York	New York	POINT(-73.746 42.67)	1.47	New York	New York
1345	0	Fraudulent	2021-01-02 17:30:06	2021-01-02T17:30:06.000000Z	1	2	6	1	C_ID_9729d79854	M_ID_a3cd2b2e62	661	D	276.73	0.0	medium	internet	essential	41.674	-73.96	2020-11	2020-11-01T00:00:00.000000Z	62	dining_entertainment	42.258	-71.76	845.0	26.0	POINT(-73.96 41.674)	New York	New York	POINT(-71.76 42.258)	193.13	Massachusetts	Massachusetts
33755	1	Authorized	2021-03-17 21:51:23	2021-03-17T21:51:23.000000Z	3	17	3	0	C_ID_cfe9bbb4fe	M_ID_ab800c639e	401	B	24.42	0.0	low	luxury goods	discretionary	42.646	-73.745	2020-10	2020-10-01T00:00:00.000000Z	167	cash_back	43.214	-71.52	514.0	67.0	POINT(-73.745 42.646)	New York	New York	POINT(-71.52 43.214)	191.84	New Hampshire	New Hampshire
176719	1	Authorized	2021-10-19 14:19:09	2021-10-19T14:19:09.000000Z	10	19	2	0	C_ID_60159085fd	M_ID_660b893339	299	C	49.23	0.0	low	luxury goods	discretionary	40.482	-79.969	2020-12	2020-12-01T00:00:00.000000Z	322	cash_back	41.671	-73.933	581.0	31.0	POINT(-79.969 40.482)	Pennsylvania	Pennsylvania	POINT(-73.933 41.671)	522.81	New York	New York
168334	1	Authorized	2021-10-10 14:21:54	2021-10-10T14:21:54.000000Z	10	10	7	1	C_ID_14345da028	M_ID_7b62a51367	307	C	34.4	0.0	low	entertainment	standard	40.451	-79.987	2019-11	2019-11-01T00:00:00.000000Z	709	travel	41.728	-73.916	493.0	35.0	POINT(-79.987 40.451)	Pennsylvania	Pennsylvania	POINT(-73.916 41.728)	528.1	New York	New York
104804	1	Authorized	2021-07-22 12:04:20	2021-07-22T12:04:20.000000Z	7	22	4	0	C_ID_f289c0efa5	M_ID_fa7b663979	705	A	132.76	0.0	medium	groceries	standard	42.237	-71.783	2020-09	2020-09-01T00:00:00.000000Z	324	cash_back	40.401	-79.958	840.0	46.0	POINT(-71.783 42.237)	Massachusetts	Massachusetts	POINT(-79.958 40.401)	712.25	Pennsylvania	Pennsylvania
107269	0	Fraudulent	2021-07-26 08:29:45	2021-07-26T08:29:45.000000Z	7	26	1	0	C_ID_af6b6e754b	M_ID_c5adfab378	695	B	35.81	0.0	low	gas	essential	43.205	-71.541	2020-08	2020-08-01T00:00:00.000000Z	359	cash_back	47.024	-68.326	337.0	31.0	POINT(-71.541 43.205)	New Hampshire	New Hampshire	POINT(-68.326 47.024)	493.83	Maine	Maine
250327	1	Authorized	2021-12-27 18:27:52	2021-12-27T18:27:52.000000Z	12	27	1	0	C_ID_968f30e235	M_ID_00a6ca8a8a	879	A	420.36	0.0	medium	gym	standard	42.273	-71.797	2021-07	2021-07-01T00:00:00.000000Z	179	cash_back	43.162	-71.546	423.0	23.0	POINT(-71.797 42.273)	Massachusetts	Massachusetts	POINT(-71.546 43.162)	100.96	New Hampshire	New Hampshire
134260	1	Authorized	2021-08-30 15:54:30	2021-08-30T15:54:30.000000Z	8	30	1	0	C_ID_f876daee2f	M_ID_de2d3208b3	80	D	31.99	1.0	low	restaurant/dining	standard	42.227	-71.807	2021-01	2021-01-01T00:00:00.000000Z	241	cash_back	41.646	-73.912	333.0	23.0	POINT(-71.807 42.227)	Massachusetts	Massachusetts	POINT(-73.912 41.646)	185.71	New York	New York
112786	1	Authorized	2021-08-02 18:53:56	2021-08-02T18:53:56.000000Z	8	2	1	0	C_ID_95d4df9ea3	M_ID_7221ee5ab2	68	A	210.93	0.0	medium	consumer electronics	discretionary	41.65	-73.925	2020-12	2020-12-01T00:00:00.000000Z	244	dining_entertainment	41.808	-72.654	546.0	38.0	POINT(-73.925 41.65)	New York	New York	POINT(-72.654 41.808)	106.93	Connecticut	Connecticut
171276	0	Fraudulent	2021-10-13 13:33:33	2021-10-13T13:33:33.000000Z	10	13	3	0	C_ID_1f02f3eb80	M_ID_dd33c2b513	195	C	114.64	0.0	medium	gas	essential	40.409	-79.956	2020-12	2020-12-01T00:00:00.000000Z	316	dining_entertainment	42.671	-73.8	594.0	18.0	POINT(-79.956 40.409)	Pennsylvania	Pennsylvania	POINT(-73.8 42.671)	570.57	New York	New York
95322	1	Authorized	2021-07-08 18:48:31	2021-07-08T18:48:31.000000Z	7	8	4	0	C_ID_ac023623ca	M_ID_97344f7f01	705	C	17.5	0.0	low	groceries	standard	41.716	-72.696	2020-09	2020-09-01T00:00:00.000000Z	310	cash_back	43.179	-71.51	806.0	56.0	POINT(-72.696 41.716)	Connecticut	Connecticut	POINT(-71.51 43.179)	189.56	New Hampshire	New Hampshire
