proba_0	proba_1
0.5627577142090721	0.4372422857909281
0.5410529153484627	0.4589470846515371
0.6533460147899937	0.34665398521000657
0.3234904832790211	0.6765095167209787
0.5512471271955454	0.4487528728044545
0.5930430116984862	0.4069569883015137
0.33203768153245966	0.6679623184675404
0.5400696130810426	0.4599303869189573
0.5327673276941881	0.4672326723058117
0.3299569975468017	0.6700430024531984
0.31092088777553895	0.689079112224461
0.180822631444501	0.8191773685554986
0.5444721271875336	0.45552787281246643
0.22826732024852345	0.7717326797514766
0.5499418415766947	0.45005815842330527
0.605519216689327	0.39448078331067293
0.5309056567713384	0.46909434322866167
0.5856056662880688	0.41439433371193124
0.23318649420184845	0.7668135057981514
0.5880894582254897	0.4119105417745106
0.28771356408655285	0.7122864359134468
0.057970851045982805	0.9420291489540173
0.5422067492908423	0.45779325070915755
0.5840200328981083	0.41597996710189167
0.33728774671220174	0.6627122532877983
0.5938406054719668	0.40615939452803296
0.5920590005288845	0.4079409994711154
0.5468415292199535	0.45315847078004656
0.5568868289271298	0.4431131710728701
0.557984388844505	0.44201561115549504
0.6200776966601559	0.37992230333984417
0.45860242208795154	0.5413975779120483
0.5613794818201207	0.4386205181798794
0.5472313230451659	0.4527686769548341
0.5512593783850366	0.4487406216149633
0.5526335519120896	0.44736644808791043
0.34530867686486455	0.6546913231351358
0.2787733273063236	0.7212266726936766
0.11250665701753641	0.8874933429824633
0.5606770889174271	0.4393229110825731
0.5399252121123221	0.46007478788767764
0.608938163058927	0.3910618369410731
0.5460231291248511	0.4539768708751491
0.5357660394980698	0.4642339605019301
0.24878088878935767	0.7512191112106423
0.2619718262478629	0.7380281737521369
0.17878479301690434	0.8212152069830954
0.6142806688592032	0.38571933114079704
0.24674881063135198	0.753251189368648
0.5588027416321397	0.4411972583678604
0.6212622250558681	0.3787377749441315
0.5382177122562832	0.4617822877437169
0.34876350525335087	0.6512364947466491
0.5619428505815885	0.43805714941841134
0.6205340423390525	0.37946595766094754
0.6183975927617488	0.3816024072382513
0.08546508807770571	0.914534911922294
0.20494154918841334	0.7950584508115868
0.5400007041169527	0.4599992958830474
0.554351830467154	0.44564816953284603
0.14875760281869738	0.8512423971813026
0.5799614822629787	0.42003851773702117
0.4020657488111762	0.5979342511888237
0.5913474131802011	0.40865258681979877
0.2334965134327005	0.7665034865672996
0.5136951734976436	0.48630482650235635
0.5630570050036596	0.4369429949963405
0.5853566033620594	0.4146433966379405
0.7050294053217621	0.29497059467823783
0.5860350792692318	0.41396492073076807
0.32734344443215263	0.6726565555678472
0.29285512356778354	0.7071448764322166
0.4735558994549291	0.5264441005450711
0.20849243704019937	0.7915075629598004
0.5873418062874441	0.41265819371255574
0.45851578472510773	0.5414842152748922
0.3522413896685763	0.6477586103314237
0.5357414440099479	0.4642585559900521
0.548393522121733	0.4516064778782669
0.34746804070384857	0.6525319592961515
0.6187711278239871	0.38122887217601287
0.5443382788627492	0.4556617211372507
0.5460993836961987	0.4539006163038016
0.49701472402065433	0.5029852759793456
0.5575935639720088	0.4424064360279911
0.11609967616470886	0.8839003238352909
0.5314938607321633	0.4685061392678366
0.5652712717578952	0.43472872824210484
0.5851918708369013	0.4148081291630987
0.30614965984897224	0.6938503401510278
0.5895505720128927	0.410449427987107
